Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,ppi,cpu_brand,HDD,SSD,gpu_brand,OS
Acer,Notebook,15,4,2.1,116.96308445081408,0,0,104.47285665558198,Intel Core i3,1000,0,Intel,Other
Asus,Notebook,15,4,2.2,121.53060601049518,0,0,146.86047800548656,AMD Processor,1000,128,AMD,Windows
Asus,Gaming,17,32,4.7,144.02266454497786,0,0,129.58277471072344,Intel Core i7,1000,512,Nvidia,Windows
Acer,Gaming,15,8,2.5,126.07338444215108,0,1,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,15,8,2.2,121.81327921783523,0,0,104.47285665558198,Intel Core i3,0,128,Intel,Windows
Asus,Notebook,17,8,2.1,129.6340343028553,0,0,129.58277471072344,Intel Core i7,1000,128,Nvidia,Windows
Asus,Notebook,17,8,2.69,126.656664368829,0,0,129.58277471072344,Intel Core i7,1000,128,Nvidia,Other
Dell,Gaming,15,8,2.56,126.52377421517933,0,0,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,13,8,1.38,128.93564392227674,1,1,169.45439769863833,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,15,8,2.2,127.86313822012309,0,0,146.86047800548656,Intel Core i7,2000,128,AMD,Windows
HP,Notebook,15,8,2.04,121.19838844529633,1,0,104.47285665558198,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,17,16,3.6,140.96221641424725,0,0,129.58277471072344,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,13,4,1.49,123.41702125436468,0,1,169.45439769863833,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,13,8,1.37,136.42888954533927,0,1,232.22107401985488,Intel Core i5,0,512,Intel,Other
Dell,2 in 1 Convertible,15,8,2.08,125.69193007930546,1,1,146.86047800548656,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,17,16,4.3,134.9497530868193,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,15,4,1.68,119.13315376593852,0,0,104.47285665558198,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,13,8,1.37,135.27227841506166,1,1,169.45439769863833,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,17,4,3.0,123.8782728743497,0,1,129.58277471072344,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,13,8,1.41,127.42510936197132,0,0,169.45439769863833,Intel Core i5,0,256,Intel,Windows
HP,Notebook,15,8,1.91,118.53880883311552,0,0,104.47285665558198,AMD Processor,0,128,AMD,Windows
HP,Notebook,17,16,2.9,128.7154432494913,0,1,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,17,16,4.14,138.8164263095247,0,0,129.58277471072344,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,15,8,2.0,134.27690016839216,1,1,146.86047800548656,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,17,8,2.8,129.6031375432021,0,0,129.58277471072344,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,15,4,2.2,118.48868516672154,0,0,146.86047800548656,Intel Core i3,0,256,Intel,Other
HP,Notebook,15,4,2.1,124.20889654041731,0,1,146.86047800548656,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,15,4,2.18,123.09870897348765,0,0,146.86047800548656,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,15,8,2.24,121.32412079784028,0,0,146.86047800548656,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,15,8,2.67,125.40095212653729,1,0,146.86047800548656,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,13,8,1.1,132.80343250607032,1,0,169.45439769863833,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,15,4,2.2,119.08266764302519,0,0,146.86047800548656,Intel Core i5,1000,0,Intel,Other
HP,Notebook,17,8,2.5,128.25100417566665,0,0,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,15,8,2.05,126.5370807969071,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,13,8,1.37,135.9516261861622,0,1,232.22107401985488,Intel Core i5,0,512,Intel,Other
Asus,Gaming,17,16,3.2,133.18945809081865,0,0,129.58277471072344,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,15,8,2.14,124.41985567579253,0,0,146.86047800548656,Intel Core i7,0,256,AMD,Other
Lenovo,2 in 1 Convertible,14,16,1.36,138.8164263095247,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,15,8,2.2,125.59093157182853,0,0,104.47285665558198,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,15,12,2.3,124.0624104104547,0,0,104.47285665558198,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,17,8,2.8,129.15159784113894,0,0,129.58277471072344,Intel Core i7,1000,128,AMD,Other
Acer,Notebook,15,8,2.2,124.57770407126641,0,1,146.86047800548656,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,17,4,2.8,119.62418792769297,0,0,107.98564559226952,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,17,8,2.8,126.11507257541922,0,0,129.58277471072344,Intel Core i7,2000,0,Nvidia,Other
Lenovo,Notebook,17,6,2.8,126.25289003693298,0,0,107.98564559226952,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,15,4,2.25,118.05662302254127,0,0,146.86047800548656,Intel Core i3,1000,0,AMD,Other
Lenovo,Gaming,15,8,2.5,125.83476405739042,0,1,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,15,6,2.2,121.61211967154033,0,0,146.86047800548656,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,15,8,3.0,127.44998009857977,0,1,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,15,12,2.15,123.13461698966763,1,1,146.86047800548656,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,15,8,1.95,129.13028060312266,0,1,146.86047800548656,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,15,8,1.7,127.76724836332976,0,0,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,15,16,2.5,129.97839186055523,0,1,146.86047800548656,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,15,8,2.2,123.13495206222223,0,0,146.86047800548656,Intel Core i7,1000,0,Nvidia,Other
Acer,Notebook,15,2,2.19,109.04648090251516,0,0,104.47285665558198,Other Intel Processor,0,16,Intel,Other
Asus,Gaming,17,8,3.0,130.05790743216403,0,0,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,17,8,2.54,119.62418792769297,0,0,107.98564559226952,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,15,8,2.0,135.14439976592607,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15,8,2.05,124.48247252910811,0,0,146.86047800548656,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,15,8,3.2,131.1186415376055,0,1,146.86047800548656,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,15,8,2.5,127.79140697278793,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Other
Dell,Workstation,17,16,3.42,140.50573548170019,0,0,129.58277471072344,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15,6,2.4,119.86244876162603,0,0,146.86047800548656,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,15,16,1.63,132.55767803613907,0,0,146.86047800548656,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,14,4,1.3,120.09598000059981,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,17,16,2.9,136.89254022175453,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,17,6,2.8,122.9546513143284,0,0,107.98564559226952,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,15,8,2.2,120.98593567805966,0,0,104.47285665558198,Intel Core i5,2000,0,Nvidia,Other
Asus,Gaming,15,8,2.5,130.80669309829617,0,0,146.86047800548656,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,15,4,2.2,116.02101253203152,0,0,104.47285665558198,Other Intel Processor,1000,0,Intel,Other
HP,2 in 1 Convertible,13,16,1.28,136.04794714899958,1,0,169.45439769863833,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,15,8,2.2,128.53643565658632,0,1,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15,8,2.3,125.69193007930546,0,0,146.86047800548656,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,15,4,1.86,119.13315376593852,0,0,146.86047800548656,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,13,8,1.1,128.02919806748497,0,1,169.45439769863833,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,13,16,1.21,138.8164263095247,1,1,338.90879539727666,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,15,16,2.8,136.76426725505698,0,1,146.86047800548656,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,15,8,2.23,119.13315376593852,0,0,146.86047800548656,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,11,2,1.1,112.85282820445593,1,0,142.46298634852087,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,15,8,2.33,126.0456844804422,0,0,146.86047800548656,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,13,16,1.29,138.57864610048668,1,1,338.90879539727666,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,13,4,1.45,118.90255995417618,0,0,120.54560383336381,Other Intel Processor,0,0,Intel,Other
HP,Notebook,14,8,1.95,127.80335503992264,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,11,4,1.4,119.52760697175697,0,0,142.46298634852087,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,14,8,1.48,131.05506437360677,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,17,4,2.79,121.81327921783523,0,0,107.98564559226952,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,14,8,2.0,129.09803030880488,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,15,8,2.1,126.82755019388749,0,1,104.47285665558198,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,15,8,2.2,123.13461698966763,0,0,104.47285665558198,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,14,4,1.44,113.55794399383231,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,15,6,2.23,120.98593567805966,0,0,104.47285665558198,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,15,8,1.7,128.61387754719738,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,12,8,1.26,131.44024343177355,0,0,183.5755975068582,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,15,32,2.06,139.45771065665983,1,0,293.7209560109731,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,17,8,2.7,130.17618211324339,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,15,8,2.0,127.35064845967726,0,1,146.86047800548656,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,14,8,2.0,131.43147371905476,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,15,4,1.85,118.62023739702805,0,0,146.86047800548656,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,15,8,2.5,128.02919806748497,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,14,8,1.48,130.83458896044465,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,15,8,1.9,128.60377783630776,0,1,146.86047800548656,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,15,8,1.84,129.62380873582342,0,0,146.86047800548656,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,15,4,2.0,112.85202522182581,0,0,104.47285665558198,Other Intel Processor,1000,0,Intel,Other
Dell,Notebook,15,8,2.0,129.61086934336538,0,0,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,15,4,2.2,112.8480094863873,0,0,104.47285665558198,Other Intel Processor,500,0,Intel,Other
Lenovo,Notebook,15,12,2.2,126.78831584179801,0,0,146.86047800548656,AMD Processor,2000,0,AMD,Windows
HP,Notebook,15,8,2.1,124.11061968201038,0,1,146.86047800548656,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,13,16,1.4,136.76426725505698,1,1,338.90879539727666,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,13,8,1.2,133.4152203043178,0,0,169.45439769863833,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,15,16,2.4,129.46856673105455,0,1,146.86047800548656,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,14,2,1.44,113.02262643588625,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,15,16,1.88,133.62904402026655,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,11,4,1.5,116.50176992045773,1,0,142.46298634852087,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,15,8,1.9,123.20577284510613,0,0,146.86047800548656,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,15,16,2.06,136.35603423917064,1,0,293.7209560109731,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,15,8,1.84,131.16394112849554,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,17,8,2.7,132.0749981589107,0,0,129.58277471072344,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,15,8,2.6,134.54582461132156,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,15,16,2.4,132.02474153805545,0,1,146.86047800548656,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,15,8,2.02,127.69356375219373,0,0,146.86047800548656,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,15,4,2.2,114.70830389452132,0,0,104.47285665558198,Other Intel Processor,1000,0,Intel,Other
Dell,Gaming,15,8,2.65,128.02919806748497,0,0,146.86047800548656,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,15,8,2.36,121.16397135590485,1,0,104.47285665558198,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,14,8,1.36,132.2243378799597,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,15,4,1.86,118.35514230234276,0,0,104.47285665558198,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,14,8,2.0,127.37544327162239,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,17,6,2.8,124.15986072909432,0,0,107.98564559226952,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,15,8,1.86,122.7718899135485,0,0,146.86047800548656,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,15,8,2.2,119.86244876162603,0,0,104.47285665558198,Intel Core i3,0,256,Nvidia,Other
HP,Notebook,15,8,2.04,116.93247029514315,0,0,104.47285665558198,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,17,8,2.8,129.00074557585765,0,0,129.58277471072344,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,15,8,2.4,125.54734066444635,0,1,146.86047800548656,Intel Core i5,1000,128,Nvidia,Other
Dell,Notebook,15,8,2.33,126.78831584179801,0,0,146.86047800548656,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,14,8,1.36,134.62495178269685,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,15,12,2.26,129.15159784113894,1,0,146.86047800548656,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,15,4,2.1,118.00180624644786,0,0,104.47285665558198,AMD Processor,0,128,AMD,Windows
Asus,Gaming,17,16,3.25,137.3118288015404,0,1,129.58277471072344,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,17,4,2.6,119.62418792769297,0,0,107.98564559226952,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,13,8,1.62,126.38911173975048,1,0,169.45439769863833,Intel Core i7,0,256,Intel,Windows
HP,Notebook,15,4,1.91,119.62418792769297,0,0,146.86047800548656,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,11,4,1.59,121.07129785316978,0,1,142.46298634852087,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,15,4,1.8,114.22389310605722,0,0,104.47285665558198,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,14,4,1.5,113.31419420668404,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,15,8,2.4,126.07338444215108,0,0,146.86047800548656,Intel Core i7,1000,0,Nvidia,Other
HP,Gaming,17,8,3.35,130.09746458827107,0,1,129.58277471072344,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,15,4,1.85,117.36329159804218,0,0,146.86047800548656,Intel Core i3,0,128,Intel,Other
Asus,Gaming,15,8,2.3,133.9682431192415,0,1,146.86047800548656,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,14,8,1.5,129.15159784113894,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,13,16,1.1,134.6175048842983,1,0,169.45439769863833,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,14,8,1.13,137.74769233953495,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,13,4,1.5,120.98593567805966,0,1,169.45439769863833,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,15,8,2.23,131.7362026039804,0,0,146.86047800548656,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,15,8,2.0,136.9643295103397,0,1,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,14,16,1.42,138.86342865218816,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,17,8,3.0,128.4910423974742,0,0,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,17,16,3.0,133.50424269038547,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,15,12,2.2,123.74318628863819,0,1,104.47285665558198,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,17,8,2.7,131.5629926942607,0,0,129.58277471072344,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,15,8,2.33,125.1008936869982,0,0,146.86047800548656,Intel Core i7,0,256,AMD,Other
HP,Ultrabook,15,4,1.91,119.86244876162603,0,0,146.86047800548656,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,15,8,2.1,130.47224783569732,0,1,146.86047800548656,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,14,8,1.9,127.28796103050821,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,15,8,1.78,139.77877906309257,1,0,293.7209560109731,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,14,16,1.13,139.3952082330786,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,15,4,2.2,114.10899357838315,0,0,104.47285665558198,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,17,16,2.9,133.03665105837158,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,15,8,2.1,129.62882616229166,0,1,146.86047800548656,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,15,8,2.5,126.52377421517933,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Other
MSI,Gaming,17,16,2.8,137.5763402015337,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,14,8,1.1,135.42403821928028,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,13,16,1.2,134.6047458524402,0,0,169.45439769863833,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,14,8,1.36,134.1446325247986,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,15,4,2.2,117.52255461364933,0,0,146.86047800548656,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,11,2,1.15,114.04966976556177,0,0,142.46298634852087,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,15,8,2.67,135.74626651707678,0,0,146.86047800548656,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,14,8,1.7,135.8557602797889,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,15,4,2.1,119.13315376593852,0,0,146.86047800548656,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,13,8,1.6,125.2529989947359,1,1,169.45439769863833,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,13,8,1.27,127.16181307532345,1,1,169.45439769863833,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,15,4,2.3,122.00958230892361,0,0,146.86047800548656,Intel Core i5,0,256,AMD,Other
Dell,Notebook,13,4,1.65,123.65824309894502,0,0,120.54560383336381,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,14,8,1.43,132.81138444959717,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,15,8,2.14,120.7904510951037,0,0,104.47285665558198,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,14,8,1.75,130.33587046705804,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,15,16,2.0,135.58619738120575,1,1,293.7209560109731,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,12,6,1.4,118.62023739702805,0,1,274.0218969352632,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,15,8,2.31,132.2243378799597,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,15,8,2.3,121.9722843854424,0,0,146.86047800548656,Intel Core i3,1000,0,Nvidia,Other
Dell,Gaming,17,16,4.42,140.1502381790903,0,1,172.77703294763126,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,15,8,2.62,129.7770289173057,0,1,146.86047800548656,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,15,8,2.02,129.6073906620863,0,0,146.86047800548656,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,14,8,1.6,129.15159784113894,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Other
HP,Gaming,17,12,3.35,136.18997181007964,0,0,129.58277471072344,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,11,4,1.16,113.8366947792264,1,1,200.26428818929983,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,11,4,1.15,112.5930351476605,0,0,142.46298634852087,Other Intel Processor,0,0,Intel,Other
Lenovo,Notebook,13,8,1.4,128.15801774423096,0,1,169.45439769863833,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,14,4,1.7,122.01142567260507,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,15,16,2.3,138.55942527864988,0,1,293.7209560109731,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,15,16,2.5,138.57864610048668,0,0,146.86047800548656,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,17,8,3.2,134.24918451279174,0,0,129.58277471072344,AMD Processor,1000,256,AMD,Windows
HP,Notebook,15,4,2.1,115.58869720502621,0,0,104.47285665558198,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,12,16,1.1,137.3118288015404,1,0,240.37008503093261,Intel Core i7,0,512,Intel,Other
Lenovo,Ultrabook,14,24,1.32,138.25227185284078,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,15,4,2.0,121.19838844529633,0,0,146.86047800548656,Intel Core i5,0,256,Intel,Other
Lenovo,Notebook,17,8,2.8,120.32496576523783,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,15,4,2.2,124.64066791958756,0,0,146.86047800548656,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,12,8,1.36,132.240883445128,0,1,183.5755975068582,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,15,4,2.2,115.6559580214182,0,0,146.86047800548656,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,15,8,2.2,129.15159784113894,0,1,146.86047800548656,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,14,8,1.64,129.97839186055523,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,15,4,2.4,118.43035288067834,0,0,104.47285665558198,Intel Core i5,500,0,Intel,Other
Dell,Workstation,15,8,2.23,136.1546814534242,0,0,146.86047800548656,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,15,8,2.2,128.36282963865364,0,0,146.86047800548656,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,13,16,1.25,139.23266596564514,1,0,208.56727378068615,Intel Core i7,0,512,Intel,Windows
HP,Notebook,15,8,1.91,121.81327921783523,0,0,104.47285665558198,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,15,16,2.17,136.04794714899958,0,1,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,15,8,2.31,133.07500329949713,0,1,146.86047800548656,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,14,8,1.65,131.52807541917846,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,15,8,2.36,127.79140697278793,0,0,146.86047800548656,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,11,4,1.47,119.3814629574494,1,0,142.46298634852087,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,17,8,4.42,136.4633680804501,0,1,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,13,4,1.252,127.91079165068201,1,0,208.56727378068615,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,13,8,1.25,134.9497530868193,1,0,208.56727378068615,Intel Core i7,0,256,Intel,Windows
HP,Notebook,17,8,2.5,122.78846554809648,0,0,107.98564559226952,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,15,4,2.23,120.87845602132059,0,0,146.86047800548656,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,11,4,1.4,118.24751033936576,0,0,142.46298634852087,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,15,8,2.37,124.64066791958756,0,0,146.86047800548656,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,14,8,1.5,125.40095212653729,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Other
Lenovo,Notebook,15,8,2.67,136.71376838860516,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,15,4,2.0,114.03224995856658,0,0,104.47285665558198,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,15,4,2.2,119.13315376593852,0,0,104.47285665558198,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,15,8,2.02,124.79676434600788,0,0,146.86047800548656,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,17,12,3.78,134.27690016839216,0,1,129.58277471072344,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,14,12,1.4,135.32946256069528,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,13,8,1.29,136.18997181007964,1,1,338.90879539727666,Intel Core i7,0,512,Intel,Windows
